variant,method,Coverage,TypeMatch,Exact20_on_hits,InstReady,n,elapsed_s,source
short,tfidf_typed_greedy,0.10496945001565583,0.22860020140986906,0.23202614379084968,0.015105740181268883,331,0,measured
short,bm25_typed_greedy,0.10622826169742823,0.23011077542799593,0.22977346278317154,0.015105740181268883,331,0,measured
short,lsa_typed_greedy,0.10035380718249032,0.21651560926485394,0.2316666666666667,0.012084592145015106,331,3,measured
short,oracle_typed_greedy,0.12584545216054024,0.270896273917422,0.23170731707317072,0.015105740181268883,331,0,measured
short,tfidf_constrained,0.10496945001565583,0.29154078549848944,0.2777777777777778,0.015105740181268883,331,0,measured
short,tfidf_semantic_ir_repair,0.031793986476765936,0.07854984894259819,0.3333333333333333,0.006042296072507553,331,0,measured
short,tfidf_optimization_role_repair,0.031793986476765936,0.07250755287009064,0.3939393939393939,0.006042296072507553,331,0,measured
short,tfidf_acceptance_rerank,0.11296815805879253,0.2376636455186304,0.265,0.021148036253776436,331,0,measured
short,tfidf_hierarchical_acceptance_rerank,0.10618136479163674,0.22608257804632426,0.2826086956521739,0.021148036253776436,331,0,measured
