variant,method,Coverage,TypeMatch,Exact20_on_hits,InstReady,n,elapsed_s,source
orig,tfidf_typed_greedy,0.860922092342032,0.7452835432442686,0.18344118525153,0.5287009063444109,331,0,measured
orig,bm25_typed_greedy,0.8508515988878528,0.7335729979989802,0.1883678894205209,0.5196374622356495,331,2,measured
orig,lsa_typed_greedy,0.8266824145978227,0.7053612299080579,0.18220992805830344,0.5075528700906344,331,2,measured
orig,oracle_typed_greedy,0.9151052963386356,0.7997681824721105,0.17448784722222216,0.56797583081571,331,0,measured
orig,tfidf_constrained,0.8081826783488419,0.7093354782176541,0.3238504503159678,0.4229607250755287,331,1,measured
orig,tfidf_semantic_ir_repair,0.7786856144862194,0.752861480580514,0.27340050403430693,0.486404833836858,331,1,measured
orig,tfidf_optimization_role_repair,0.8218017128893268,0.7015559130362758,0.3035743501412517,0.44108761329305135,331,1,measured
orig,tfidf_acceptance_rerank,0.830215261408615,0.7260608894294699,0.1767811724646256,0.525679758308157,331,1,measured
orig,tfidf_hierarchical_acceptance_rerank,0.8120883731910924,0.7096963375664285,0.1770790402709221,0.5196374622356495,331,1,measured
