variant,baseline,param_type,n_expected,n_filled,param_coverage,type_match,exact5_on_hits,exact20_on_hits,n_queries
noisy,bm25,currency,382,277,0.725130890052356,0.0,0.0,0.0,331
noisy,bm25,float,1151,897,0.7793223284100782,0.12374581939799331,0.049019607843137254,0.058823529411764705,331
noisy,bm25,integer,205,151,0.7365853658536585,0.2980132450331126,0.5365853658536586,0.5365853658536586,331
noisy,bm25,percent,109,95,0.8715596330275229,0.0,0.08333333333333333,0.08333333333333333,331
noisy,lsa,currency,382,265,0.693717277486911,0.0,0.0,0.0,331
noisy,lsa,float,1151,886,0.7697654213727194,0.1252821670428894,0.04807692307692308,0.057692307692307696,331
noisy,lsa,integer,205,151,0.7365853658536585,0.2980132450331126,0.5116279069767442,0.5116279069767442,331
noisy,lsa,percent,109,92,0.8440366972477065,0.0,0.08333333333333333,0.08333333333333333,331
noisy,oracle,currency,382,293,0.7670157068062827,0.0,0.0,0.0,331
noisy,oracle,float,1151,959,0.8331885317115552,0.1251303441084463,0.041666666666666664,0.05,331
noisy,oracle,integer,205,176,0.8585365853658536,0.32386363636363635,0.45614035087719296,0.45614035087719296,331
noisy,oracle,percent,109,96,0.8807339449541285,0.0,0.08333333333333333,0.08333333333333333,331
noisy,random,currency,382,2,0.005235602094240838,0.0,0.0,0.0,331
noisy,random,float,1151,7,0.006081668114682885,0.2857142857142857,0.0,0.0,331
noisy,random,integer,205,1,0.004878048780487805,1.0,,,331
noisy,random,percent,109,0,0.0,,,,331
noisy,tfidf,currency,382,274,0.7172774869109948,0.0,0.0,0.0,331
noisy,tfidf,float,1151,906,0.787141615986099,0.12582781456953643,0.04672897196261682,0.056074766355140186,331
noisy,tfidf,integer,205,149,0.7268292682926829,0.28859060402684567,0.5365853658536586,0.5365853658536586,331
noisy,tfidf,percent,109,93,0.8532110091743119,0.0,0.08333333333333333,0.08333333333333333,331
noisy,tfidf_acceptance_rerank,currency,382,243,0.6361256544502618,0.0,0.0,0.0,331
noisy,tfidf_acceptance_rerank,float,1151,847,0.735881841876629,0.12160566706021252,0.030927835051546393,0.030927835051546393,331
noisy,tfidf_acceptance_rerank,integer,205,152,0.7414634146341463,0.3092105263157895,0.5555555555555556,0.5555555555555556,331
noisy,tfidf_acceptance_rerank,percent,109,77,0.7064220183486238,0.0,0.125,0.125,331
noisy,tfidf_ambiguity_aware_abstain,currency,382,146,0.38219895287958117,0.0,,,331
noisy,tfidf_ambiguity_aware_abstain,float,1151,255,0.2215464813205908,0.0,,,331
noisy,tfidf_ambiguity_aware_abstain,integer,205,27,0.13170731707317074,0.0,,,331
noisy,tfidf_ambiguity_aware_abstain,percent,109,27,0.24770642201834864,0.0,,,331
noisy,tfidf_ambiguity_aware_beam,currency,382,267,0.6989528795811518,0.0,,,331
noisy,tfidf_ambiguity_aware_beam,float,1151,754,0.6550825369244135,0.0,,,331
noisy,tfidf_ambiguity_aware_beam,integer,205,141,0.6878048780487804,0.0,,,331
noisy,tfidf_ambiguity_aware_beam,percent,109,87,0.7981651376146789,0.0,,,331
noisy,tfidf_ambiguity_aware_full,currency,382,263,0.6884816753926701,0.0,,,331
noisy,tfidf_ambiguity_aware_full,float,1151,786,0.6828844483058211,0.0,,,331
noisy,tfidf_ambiguity_aware_full,integer,205,146,0.7121951219512195,0.0,,,331
noisy,tfidf_ambiguity_aware_full,percent,109,85,0.7798165137614679,0.0,,,331
noisy,tfidf_ambiguity_candidate_greedy,currency,382,267,0.6989528795811518,0.0,,,331
noisy,tfidf_ambiguity_candidate_greedy,float,1151,754,0.6550825369244135,0.0,,,331
noisy,tfidf_ambiguity_candidate_greedy,integer,205,141,0.6878048780487804,0.0,,,331
noisy,tfidf_ambiguity_candidate_greedy,percent,109,87,0.7981651376146789,0.0,,,331
noisy,tfidf_constrained,currency,382,186,0.4869109947643979,0.0,0.0,0.0,331
noisy,tfidf_constrained,float,1151,406,0.3527367506516073,0.31527093596059114,0.05,0.058333333333333334,331
noisy,tfidf_constrained,integer,205,77,0.375609756097561,0.6103896103896104,0.6,0.6222222222222222,331
noisy,tfidf_constrained,percent,109,58,0.5321100917431193,0.0,1.0,1.0,331
noisy,tfidf_global_compat_full,currency,382,253,0.662303664921466,0.0,,,331
noisy,tfidf_global_compat_full,float,1151,834,0.7245873153779322,0.0,,,331
noisy,tfidf_global_compat_full,integer,205,145,0.7073170731707317,0.0,,,331
noisy,tfidf_global_compat_full,percent,109,67,0.6146788990825688,0.0,,,331
noisy,tfidf_global_compat_local,currency,382,257,0.6727748691099477,0.0,,,331
noisy,tfidf_global_compat_local,float,1151,839,0.7289313640312771,0.0,,,331
noisy,tfidf_global_compat_local,integer,205,146,0.7121951219512195,0.0,,,331
noisy,tfidf_global_compat_local,percent,109,89,0.8165137614678899,0.0,,,331
noisy,tfidf_global_compat_pairwise,currency,382,254,0.6649214659685864,0.0,,,331
noisy,tfidf_global_compat_pairwise,float,1151,834,0.7245873153779322,0.0,,,331
noisy,tfidf_global_compat_pairwise,integer,205,145,0.7073170731707317,0.0,,,331
noisy,tfidf_global_compat_pairwise,percent,109,67,0.6146788990825688,0.0,,,331
noisy,tfidf_hierarchical_acceptance_rerank,currency,382,223,0.5837696335078534,0.0,0.0,0.0,331
noisy,tfidf_hierarchical_acceptance_rerank,float,1151,794,0.6898349261511729,0.12594458438287154,0.03225806451612903,0.03225806451612903,331
noisy,tfidf_hierarchical_acceptance_rerank,integer,205,151,0.7365853658536585,0.31788079470198677,0.5454545454545454,0.5454545454545454,331
noisy,tfidf_hierarchical_acceptance_rerank,percent,109,66,0.6055045871559633,0.0,0.14285714285714285,0.14285714285714285,331
noisy,tfidf_optimization_role_repair,currency,382,269,0.7041884816753927,0.0,,,331
noisy,tfidf_optimization_role_repair,float,1151,825,0.7167680278019114,0.0,,,331
noisy,tfidf_optimization_role_repair,integer,205,147,0.7170731707317073,0.0,,,331
noisy,tfidf_optimization_role_repair,percent,109,90,0.8256880733944955,0.0,,,331
noisy,tfidf_relation_aware_basic,currency,382,273,0.7146596858638743,0.0,,,331
noisy,tfidf_relation_aware_basic,float,1151,823,0.7150304083405734,0.0,,,331
noisy,tfidf_relation_aware_basic,integer,205,142,0.6926829268292682,0.0,,,331
noisy,tfidf_relation_aware_basic,percent,109,93,0.8532110091743119,0.0,,,331
noisy,tfidf_relation_aware_full,currency,382,274,0.7172774869109948,0.0,,,331
noisy,tfidf_relation_aware_full,float,1151,821,0.7132927888792354,0.0,,,331
noisy,tfidf_relation_aware_full,integer,205,143,0.697560975609756,0.0,,,331
noisy,tfidf_relation_aware_full,percent,109,92,0.8440366972477065,0.0,,,331
noisy,tfidf_relation_aware_ops,currency,382,262,0.6858638743455497,0.0,,,331
noisy,tfidf_relation_aware_ops,float,1151,831,0.7219808861859253,0.0,,,331
noisy,tfidf_relation_aware_ops,integer,205,140,0.6829268292682927,0.0,,,331
noisy,tfidf_relation_aware_ops,percent,109,92,0.8440366972477065,0.0,,,331
noisy,tfidf_relation_aware_semantic,currency,382,276,0.7225130890052356,0.0,,,331
noisy,tfidf_relation_aware_semantic,float,1151,816,0.7089487402258905,0.0,,,331
noisy,tfidf_relation_aware_semantic,integer,205,144,0.7024390243902439,0.0,,,331
noisy,tfidf_relation_aware_semantic,percent,109,92,0.8440366972477065,0.0,,,331
noisy,tfidf_semantic_ir_repair,currency,382,204,0.5340314136125655,0.0,,,331
noisy,tfidf_semantic_ir_repair,float,1151,378,0.32841007819287577,0.0,,,331
noisy,tfidf_semantic_ir_repair,integer,205,44,0.2146341463414634,0.0,,,331
noisy,tfidf_semantic_ir_repair,percent,109,50,0.45871559633027525,0.0,,,331
orig,bm25,currency,382,322,0.8429319371727748,0.4751552795031056,0.2389937106918239,0.27044025157232704,331
orig,bm25,float,1151,995,0.8644656820156386,0.9226130653266331,0.16581892166836215,0.19938962360122076,331
orig,bm25,integer,205,160,0.7804878048780488,0.99375,0.14012738853503184,0.14012738853503184,331
orig,bm25,percent,109,103,0.944954128440367,0.4854368932038835,0.4077669902912621,0.4368932038834951,331
orig,lsa,currency,382,310,0.8115183246073299,0.4806451612903226,0.24342105263157895,0.27631578947368424,331
orig,lsa,float,1151,959,0.8331885317115552,0.921793534932221,0.16596194503171247,0.19873150105708245,331
orig,lsa,integer,205,153,0.7463414634146341,0.9934640522875817,0.1390728476821192,0.1390728476821192,331
orig,lsa,percent,109,94,0.8623853211009175,0.4574468085106383,0.3829787234042553,0.4148936170212766,331
orig,oracle,currency,382,338,0.8848167539267016,0.46745562130177515,0.23668639053254437,0.26627218934911245,331
orig,oracle,float,1151,1065,0.9252823631624674,0.9220657276995305,0.15774647887323945,0.19061032863849764,331
orig,oracle,integer,205,189,0.9219512195121952,0.9894179894179894,0.1164021164021164,0.1164021164021164,331
orig,oracle,percent,109,104,0.9541284403669725,0.49038461538461536,0.41346153846153844,0.4423076923076923,331
orig,random,currency,382,2,0.005235602094240838,0.5,0.0,0.0,331
orig,random,float,1151,7,0.006081668114682885,1.0,0.14285714285714285,0.42857142857142855,331
orig,random,integer,205,1,0.004878048780487805,1.0,,,331
orig,random,percent,109,0,0.0,,,,331
orig,tfidf,currency,382,321,0.8403141361256544,0.4672897196261682,0.23417721518987342,0.26582278481012656,331
orig,tfidf,float,1151,1004,0.8722849695916595,0.9233067729083665,0.16330645161290322,0.19657258064516128,331
orig,tfidf,integer,205,164,0.8,0.9878048780487805,0.1375,0.1375,331
orig,tfidf,percent,109,101,0.926605504587156,0.4752475247524752,0.39603960396039606,0.42574257425742573,331
orig,tfidf_acceptance_rerank,currency,382,301,0.7879581151832461,0.4883720930232558,0.2356902356902357,0.26936026936026936,331
orig,tfidf_acceptance_rerank,float,1151,970,0.8427454387489139,0.9206185567010309,0.16597077244258873,0.19832985386221294,331
orig,tfidf_acceptance_rerank,integer,205,165,0.8048780487804879,0.9878787878787879,0.13664596273291926,0.13664596273291926,331
orig,tfidf_acceptance_rerank,percent,109,83,0.7614678899082569,0.5542168674698795,0.4457831325301205,0.4457831325301205,331
orig,tfidf_ambiguity_aware_abstain,currency,382,158,0.41361256544502617,0.5063291139240507,0.27450980392156865,0.3006535947712418,331
orig,tfidf_ambiguity_aware_abstain,float,1151,188,0.1633362293657689,0.8882978723404256,0.22872340425531915,0.2553191489361702,331
orig,tfidf_ambiguity_aware_abstain,integer,205,30,0.14634146341463414,0.9666666666666667,0.14285714285714285,0.14285714285714285,331
orig,tfidf_ambiguity_aware_abstain,percent,109,45,0.41284403669724773,0.9111111111111111,0.8222222222222222,0.8222222222222222,331
orig,tfidf_ambiguity_aware_beam,currency,382,294,0.7696335078534031,0.5680272108843537,0.3217993079584775,0.356401384083045,331
orig,tfidf_ambiguity_aware_beam,float,1151,886,0.7697654213727194,0.8769751693002258,0.2619589977220957,0.29271070615034167,331
orig,tfidf_ambiguity_aware_beam,integer,205,160,0.7804878048780488,0.91875,0.15384615384615385,0.15384615384615385,331
orig,tfidf_ambiguity_aware_beam,percent,109,84,0.7706422018348624,0.5714285714285714,0.5119047619047619,0.5357142857142857,331
orig,tfidf_ambiguity_aware_full,currency,382,296,0.774869109947644,0.5777027027027027,0.3333333333333333,0.36082474226804123,331
orig,tfidf_ambiguity_aware_full,float,1151,912,0.792354474370113,0.868421052631579,0.2688053097345133,0.2975663716814159,331
orig,tfidf_ambiguity_aware_full,integer,205,161,0.7853658536585366,0.9130434782608695,0.1910828025477707,0.19745222929936307,331
orig,tfidf_ambiguity_aware_full,percent,109,84,0.7706422018348624,0.5714285714285714,0.5238095238095238,0.5476190476190477,331
orig,tfidf_ambiguity_candidate_greedy,currency,382,294,0.7696335078534031,0.5680272108843537,0.3217993079584775,0.356401384083045,331
orig,tfidf_ambiguity_candidate_greedy,float,1151,886,0.7697654213727194,0.8769751693002258,0.2619589977220957,0.29271070615034167,331
orig,tfidf_ambiguity_candidate_greedy,integer,205,160,0.7804878048780488,0.91875,0.15384615384615385,0.15384615384615385,331
orig,tfidf_ambiguity_candidate_greedy,percent,109,84,0.7706422018348624,0.5714285714285714,0.5119047619047619,0.5357142857142857,331
orig,tfidf_constrained,currency,382,242,0.6335078534031413,0.6652892561983471,0.3235294117647059,0.37815126050420167,331
orig,tfidf_constrained,float,1151,1017,0.8835794960903562,0.8603736479842674,0.28955223880597014,0.32736318407960197,331
orig,tfidf_constrained,integer,205,164,0.8,0.7195121951219512,0.25,0.25625,331
orig,tfidf_constrained,percent,109,66,0.6055045871559633,0.7272727272727273,0.6666666666666666,0.696969696969697,331
orig,tfidf_global_compat_full,currency,382,299,0.7827225130890052,0.5317725752508361,0.2789115646258503,0.3163265306122449,331
orig,tfidf_global_compat_full,float,1151,969,0.841876629018245,0.8452012383900929,0.2695109261186264,0.3059313215400624,331
orig,tfidf_global_compat_full,integer,205,161,0.7853658536585366,0.9192546583850931,0.12101910828025478,0.12738853503184713,331
orig,tfidf_global_compat_full,percent,109,72,0.6605504587155964,0.6388888888888888,0.5277777777777778,0.5555555555555556,331
orig,tfidf_global_compat_local,currency,382,298,0.7801047120418848,0.5369127516778524,0.3003412969283277,0.3412969283276451,331
orig,tfidf_global_compat_local,float,1151,969,0.841876629018245,0.8441692466460269,0.23829344432882413,0.2695109261186264,331
orig,tfidf_global_compat_local,integer,205,161,0.7853658536585366,0.9130434782608695,0.15286624203821655,0.1592356687898089,331
orig,tfidf_global_compat_local,percent,109,95,0.8715596330275229,0.4842105263157895,0.4631578947368421,0.5157894736842106,331
orig,tfidf_global_compat_pairwise,currency,382,299,0.7827225130890052,0.5284280936454849,0.2857142857142857,0.3231292517006803,331
orig,tfidf_global_compat_pairwise,float,1151,970,0.8427454387489139,0.843298969072165,0.26507276507276506,0.3004158004158004,331
orig,tfidf_global_compat_pairwise,integer,205,161,0.7853658536585366,0.9130434782608695,0.12101910828025478,0.12738853503184713,331
orig,tfidf_global_compat_pairwise,percent,109,70,0.6422018348623854,0.6571428571428571,0.5285714285714286,0.5571428571428572,331
orig,tfidf_hierarchical_acceptance_rerank,currency,382,294,0.7696335078534031,0.4931972789115646,0.2361111111111111,0.2708333333333333,331
orig,tfidf_hierarchical_acceptance_rerank,float,1151,940,0.8166811468288445,0.9202127659574468,0.16774193548387098,0.2010752688172043,331
orig,tfidf_hierarchical_acceptance_rerank,integer,205,163,0.7951219512195122,0.9877300613496932,0.13291139240506328,0.13291139240506328,331
orig,tfidf_hierarchical_acceptance_rerank,percent,109,77,0.7064220183486238,0.5454545454545454,0.45454545454545453,0.45454545454545453,331
orig,tfidf_optimization_role_repair,currency,382,304,0.7958115183246073,0.5756578947368421,0.25752508361204013,0.2976588628762542,331
orig,tfidf_optimization_role_repair,float,1151,964,0.8375325803649001,0.8526970954356846,0.2730125523012552,0.3179916317991632,331
